X;Y;ID;OBJETO;CALLE;ALTURA;DIREC_NORM;DIREC_ARCG;TELEFONO;OBS_TELEFONO;BARRIO;COMUNA
-58.4562421000772;-34.6158651886334;208;FARMACIA;NEUQUEN;1602;NEUQUEN 1602;1602 NEUQUEN;;;CABALLITO;6
-58.4589647105148;-34.6083221845972;223;FARMACIA;NICASIO OROÑO;1500;OROÑO, NICASIO 1500;1500 OROÑO, NICASIO;4581-4435;;CABALLITO;6
-58.4453868220867;-34.6295369115996;236;FARMACIA;AV DIRECTORIO;1249;DIRECTORIO AV. 1249;1249 DIRECTORIO AV.;4988-0033;;CABALLITO;6
-58.4413796301484;-34.60825833453;245;FARMACIA;HIDALGO;945;HIDALGO 945;945 HIDALGO;4958-6766;;CABALLITO;6
-58.4467174227088;-34.6272291592607;250;FARMACIA;AV PEDRO GOYENA;1383;GOYENA, PEDRO AV. 1383;1383 GOYENA, PEDRO AV.;4433-2558;;CABALLITO;6
-58.4383751799988;-34.6086177164112;263;FARMACIA;AV DIAZ VELEZ;5079;DIAZ VELEZ AV. 5079;5079 DIAZ VELEZ AV.;4982-1248;;CABALLITO;6
-58.4469950301774;-34.6076241929122;274;FARMACIA;AV SAN MARTIN;1216;SAN MARTIN AV. 1216;1216 SAN MARTIN AV.;4586-0107;;CABALLITO;6
-58.4369036470455;-34.6218773675217;291;FARMACIA;RIGLOS;277;RIGLOS 277;277 RIGLOS;4903-7773;;CABALLITO;6
-58.4304623344309;-34.6118227566047;301;FARMACIA;BOGOTA;3;BOGOTA 3;3 BOGOTA;4958-5111;;CABALLITO;6
-58.4558659957067;-34.6209405113759;328;FARMACIA;AV AVELLANEDA;1781;AVELLANEDA AV. 1781;1781 AVELLANEDA AV.;4631-6084;;CABALLITO;6
-58.4370737464628;-34.6166498871155;333;FARMACIA;ACOYTE;141;ACOYTE AV. 141;141 ACOYTE AV.;4902-9547;;CABALLITO;6
-58.4440294671873;-34.6270973368261;341;FARMACIA;AV PEDRO GOYENA;1176;GOYENA, PEDRO AV. 1176;1176 GOYENA, PEDRO AV.;4432-4022;;CABALLITO;6
-58.4581354040197;-34.6161760981112;369;FARMACIA;TTE. GRAL. DONATO ALVAREZ;859;ALVAREZ, DONATO, TTE. GRAL. 859;859 ALVAREZ, DONATO, TTE. GRAL.;4631-5745;;CABALLITO;6
-58.4491027696064;-34.6071691493355;370;FARMACIA;GRAL M A RODRIGUEZ;1284;RODRIGUEZ, MANUEL A., GENERAL 1284;1284 RODRIGUEZ, MANUEL A., GENERAL;4581-4788;;CABALLITO;6
-58.4288212096792;-34.6180786406603;371;FARMACIA;AV LA PLATA;283;LA PLATA AV. 283;283 LA PLATA AV.;4901-4445;;CABALLITO;6
-58.4393923922586;-34.6228710782724;381;FARMACIA;AV JUAN B. ALBERDI;787;ALBERDI, JUAN BAUTISTA AV. 787;787 ALBERDI, JUAN BAUTISTA AV.;4901-0974;;CABALLITO;6
-58.4391413528292;-34.6106210916775;385;FARMACIA;ACOYTE;701;ACOYTE AV. 701;701 ACOYTE AV.;4982-1629;;CABALLITO;6
-58.4358673837157;-34.6133957060418;387;FARMACIA;AV AVELLANEDA;390;AVELLANEDA 390;390 AVELLANEDA;4904-2046;;CABALLITO;6
-58.4360392547178;-34.6230111008182;406;FARMACIA;JUAN B. ALBERDI AV;593;ALBERDI, JUAN BAUTISTA AV. 593;593 ALBERDI, JUAN BAUTISTA AV.;4903-2528;;CABALLITO;6
-58.4284913807421;-34.6195590397104;416;FARMACIA;AV LA PLATA;405;LA PLATA AV. 405;405 LA PLATA AV.;4902-1849;;CABALLITO;6
-58.430253966436;-34.6139615505714;424;FARMACIA;RIO DE JANEIRO;102;RIO DE JANEIRO 102;102 RIO DE JANEIRO;4901-1500;;CABALLITO;6
-58.4308922435953;-34.622745660782;437;FARMACIA;J B ALBERDI;202;ALBERDI, JUAN BAUTISTA AV. 202;202 ALBERDI, JUAN BAUTISTA AV.;4925-0333;;CABALLITO;6
-58.4439970273562;-34.6140974084567;448;FARMACIA;ROJAS;599;ROJAS 599;599 ROJAS;4431-3144;;CABALLITO;6
-58.4342072819621;-34.6228195580406;464;FARMACIA;J B ALBERDI;465;ALBERDI, JUAN BAUTISTA AV. 465;465 ALBERDI, JUAN BAUTISTA AV.;;;CABALLITO;6
-58.4476672954626;-34.6084368480669;469;FARMACIA;AV GAONA;1306;GAONA AV. 1306;1306 GAONA AV.;4582-6277;;CABALLITO;6
-58.4443019235678;-34.6224063437849;475;FARMACIA;EMILIO MITRE;35;MITRE, EMILIO 35;35 MITRE, EMILIO;4432-6114;;CABALLITO;6
-58.4281308480911;-34.6215093638061;506;FARMACIA;AV LA PLATA;567;LA PLATA AV. 567;567 LA PLATA AV.;4903-7070;;CABALLITO;6
-58.4625074668179;-34.6074848490201;520;FARMACIA;AV JUAN B. JUSTO;4400;JUSTO, JUAN B. AV. 4400;4400 JUSTO, JUAN B. AV.;4581-5525;;CABALLITO;6
-58.4495951079828;-34.6094454050059;527;FARMACIA;AV GAONA;1486;GAONA AV. 1486;1486 GAONA AV.;4581-1911;;CABALLITO;6
-58.4362546224366;-34.6225757451537;539;FARMACIA;RIGLOS;370;RIGLOS 370;370 RIGLOS;;;CABALLITO;6
-58.4519213392538;-34.6102718273149;1412;FARMACIA;AV GAONA;1665;GAONA AV. 1665;1665 GAONA AV.;4584-8080;;CABALLITO;6
-58.4438817659673;-34.6081907413397;1415;FARMACIA;AV DIAZ VELEZ;5502;DIAZ VELEZ AV. 5502;5502 DIAZ VELEZ AV.;4982-9571;;CABALLITO;6
-58.4339394889715;-34.6265987056412;1417;FARMACIA;AV JOSE MARIA MORENO;690;MORENO, JOSE MARIA AV. 690;690 MORENO, JOSE MARIA AV.;4922-7346;;CABALLITO;6
-58.4532143634926;-34.6250975409147;581;FARMACIA;AV RIVADAVIA;6151;RIVADAVIA AV. 6151;6151 RIVADAVIA AV.;4633-4141;;CABALLITO;6
-58.4345508147251;-34.604094988503;623;FARMACIA;AV PATRICIAS ARGENTINAS;351;PATRICIAS ARGENTINAS AV. 351;351 PATRICIAS ARGENTINAS AV.;;;CABALLITO;6
-58.4325766159535;-34.6052266907296;624;FARMACIA;RAMOS MEJIA;905;RAMOS MEJIA 905;905 RAMOS MEJIA;4864-6799;;CABALLITO;6
-58.4406816961461;-34.6203846925224;626;FARMACIA;AV RIVADAVIA;5360;RIVADAVIA AV. 5360;5360 RIVADAVIA AV.;4902-7335;4902-9382;CABALLITO;6
-58.4419441071769;-34.618769973088;651;FARMACIA;ROJAS;143;ROJAS 143;143 ROJAS;4902-1365;;CABALLITO;6
-58.447313834447;-34.6232424783318;711;FARMACIA;AV RIVADAVIA;5802;RIVADAVIA AV. 5802;5802 RIVADAVIA AV.;4988-0100;;CABALLITO;6
-58.4352175837913;-34.6175469409791;720;FARMACIA;AV RIVADAVIA;4953;RIVADAVIA AV. 4953;4953 RIVADAVIA AV.;4902-5222;;CABALLITO;6
-58.4388601734713;-34.6086202460332;737;FARMACIA;AV DIAZ VELEZ;5101;DIAZ VELEZ AV. 5101;5101 DIAZ VELEZ AV.;4982-1408;4983-6498;CABALLITO;6
-58.4412573704318;-34.6214619832997;744;FARMACIA;DEL BARCO CENTENERA;151;BARCO CENTENERA DEL 151;151 BARCO CENTENERA DEL;4904-0124;4901-8157/20;CABALLITO;6
-58.4418464371555;-34.6211881576852;771;FARMACIA;AV RIVADAVIA;5444;RIVADAVIA AV. 5444;5444 RIVADAVIA AV.;4432-3128;4432-2622;CABALLITO;6
-58.4339107090964;-34.6089251675096;777;FARMACIA;AV DIAZ VELEZ;4764;DIAZ VELEZ AV. 4764;4764 DIAZ VELEZ AV.;4981-8299;4958-4292;CABALLITO;6
-58.429842291225;-34.61556963238;785;FARMACIA;AV RIVADAVIA;4544;RIVADAVIA AV. 4544;4544 RIVADAVIA AV.;4903-7787;;CABALLITO;6
-58.4334566511635;-34.6124248985386;789;FARMACIA;AV AVELLANEDA;212;AVELLANEDA 212;212 AVELLANEDA;4958-2010;;CABALLITO;6
-58.4355917196253;-34.6207891749724;805;FARMACIA;AV JOSE MARIA MORENO;245;MORENO, JOSE MARIA AV. 245;245 MORENO, JOSE MARIA AV.;4903-4639;;CABALLITO;6
-58.4483188282065;-34.6235996918059;811;FARMACIA;AV RIVADAVIA;5892;RIVADAVIA AV. 5892;5892 RIVADAVIA AV.;4431-3107;4431-7680;CABALLITO;6
-58.4428062487344;-34.6107084900165;865;FARMACIA;HONORIO PUEYRREDON;801;PUEYRREDON, HONORIO, DR. AV. 801;801 PUEYRREDON, HONORIO, DR. AV.;;;CABALLITO;6
-58.4350034287819;-34.6211490544745;870;FARMACIA;AV JOSE MARIA MORENO;300;MORENO, JOSE MARIA AV. 300;300 MORENO, JOSE MARIA AV.;4903-4953;;CABALLITO;6
-58.441795674159;-34.6204538757034;924;FARMACIA;AV RIVADAVIA;5415;RIVADAVIA AV. 5415;5415 RIVADAVIA AV.;4902-3333;;CABALLITO;6
-58.4393359009375;-34.614782969126;925;FARMACIA;AVELLANEDA;590;AVELLANEDA 590;590 AVELLANEDA;4903-6410;4903-5500;CABALLITO;6
-58.4410664915241;-34.6201529164099;992;FARMACIA;AV RIVADAVIA;5375;RIVADAVIA AV. 5375;5375 RIVADAVIA AV.;;;CABALLITO;6
-58.428615619516;-34.6190530474769;1035;FARMACIA;AV LA PLATA;365;LA PLATA AV. 365;365 LA PLATA AV.;;;CABALLITO;6
-58.4378497708929;-34.625925578752;1037;FARMACIA;AV PEDRO GOYENA;701;GOYENA, PEDRO AV. 701;701 GOYENA, PEDRO AV.;;;CABALLITO;6
-58.4453569895014;-34.6174387613526;1064;FARMACIA;F GARCIA LORCA;399;GARCIA LORCA, FEDERICO 399;399 GARCIA LORCA, FEDERICO;;;CABALLITO;6
-58.4550881540476;-34.6055582571114;1067;FARMACIA;AV SAN MARTIN;1854;SAN MARTIN AV. 1854;1854 SAN MARTIN AV.;;;CABALLITO;6
-58.4526891507382;-34.6280168130259;1078;FARMACIA;AV JUAN B. ALBERDI;1700;ALBERDI, JUAN BAUTISTA AV. 1700;1700 ALBERDI, JUAN BAUTISTA AV.;;;CABALLITO;6
-58.4306883366975;-34.6159444203213;1094;FARMACIA;AV RIVADAVIA;4634;RIVADAVIA AV. 4634;4634 RIVADAVIA AV.;4901-1031;;CABALLITO;6
-58.4361803432824;-34.6192847793274;1105;FARMACIA;AV JOSE MARIA MORENO;99;MORENO, JOSE MARIA AV. 99;99 MORENO, JOSE MARIA AV.;4901-5016;;CABALLITO;6
-58.4367322899066;-34.6186459464494;1107;FARMACIA;AV RIVADAVIA;5014;RIVADAVIA AV. 5014;5014 RIVADAVIA AV.;4901-0970;;CABALLITO;6
-58.4392932594758;-34.6158323208916;1182;FARMACIA;NEUQUEN;601;NEUQUEN 601;601 NEUQUEN;4901-4446;;CABALLITO;6
-58.4274452156181;-34.6248706067349;1193;FARMACIA;AV LA PLATA;793;LA PLATA AV. 793;793 LA PLATA AV.;4922-5347;;CABALLITO;6
-58.4414348748935;-34.6203024886128;1212;FARMACIA;AV RIVADAVIA;5396;RIVADAVIA AV. 5396;5396 RIVADAVIA AV.;4904-1100;;CABALLITO;6
-58.4540091594502;-34.6254300130761;1213;FARMACIA;AV RIVADAVIA;6199;RIVADAVIA AV. 6199;6199 RIVADAVIA AV.;4632-2191;;CABALLITO;6
-58.4510547557539;-34.6246722062259;1254;FARMACIA;AV RIVADAVIA;6064;RIVADAVIA AV. 6064;6064 RIVADAVIA AV.;4633-5032;;CABALLITO;6
-58.4378179587614;-34.6135553445838;1267;FARMACIA;ACOYTE;435;ACOYTE AV. 435;435 ACOYTE AV.;4904-0114;4901-8517;CABALLITO;6
-58.4320310195448;-34.616538069996;1311;FARMACIA;AV RIVADAVIA;4718;RIVADAVIA AV. 4718;4718 RIVADAVIA AV.;4902-9144;4902-8228;CABALLITO;6
-58.4429131899128;-34.608297055591;1318;FARMACIA;AV DIAZ VELEZ;5402;DIAZ VELEZ AV. 5402;5402 DIAZ VELEZ AV.;4982-1996;;CABALLITO;6
-58.440839934609;-34.610440470517;1339;FARMACIA;HIDALGO;775;HIDALGO 775;775 HIDALGO;4905-1111;;CABALLITO;6
-58.4379113885006;-34.6150249826612;1432;FARMACIA;ACOYTE;268;ACOYTE AV. 268;268 ACOYTE AV.;4902-4453;;CABALLITO;6
-58.4386686831993;-34.6101496609954;1449;FARMACIA;JUAN B. AMBROSETTI;720;AMBROSETTI, JUAN B. 720;720 AMBROSETTI, JUAN B.;4958-6019;;CABALLITO;6
-58.438518265651;-34.6145019118242;1509;FARMACIA;AVELLANEDA;528;AVELLANEDA 528;528 AVELLANEDA;4903-7992;;CABALLITO;6
-58.4327683754497;-34.6211800661231;318;FARMACIA;FORMOSA;302;FORMOSA 302;302 FORMOSA;4902-2741;;CABALLITO;6
-58.4810425704027;-34.6122167704764;83;FARMACIA;AV NAZCA;1930;NAZCA AV. 1930;1930 NAZCA AV.;4582-1908;;VILLA SANTA RITA;11
-58.4865718256055;-34.615430949048;162;FARMACIA;LAVALLOL;1701;LLAVALLOL 1701;1701 LLAVALLOL;4566-5840;;VILLA SANTA RITA;11
-58.4901421846335;-34.6114425873973;235;FARMACIA;AV ALVAREZ JONTE;3402;ALVAREZ JONTE AV. 3402;3402 ALVAREZ JONTE AV.;4639-8650;;VILLA SANTA RITA;11
-58.4760952040377;-34.6177931461821;471;FARMACIA;AV NAZCA;1341;NAZCA AV. 1341;1341 NAZCA AV.;4581-8105;4583-7554;VILLA SANTA RITA;11
-58.4820608576448;-34.6175971996571;480;FARMACIA;CUENCA;1398;CUENCA 1398;1398 CUENCA;;;VILLA SANTA RITA;11
-58.4805816395929;-34.6127931518685;547;FARMACIA;AV NAZCA;1876;NAZCA AV. 1876;1876 NAZCA AV.;4581-5551;;VILLA SANTA RITA;11
-58.4824835750924;-34.610379797313;1398;FARMACIA;AV NAZCA;2102;NAZCA AV. 2102;2102 NAZCA AV.;4582-3887;;VILLA SANTA RITA;11
-58.4880326262433;-34.6101364223924;716;FARMACIA;AV ALVAREZ JONTE;3202;ALVAREZ JONTE AV. 3202;3202 ALVAREZ JONTE AV.;4581-2132;;VILLA SANTA RITA;11
-58.4814750490348;-34.6116706873096;1014;FARMACIA;AV NAZCA;1982;NAZCA AV. 1982;1982 NAZCA AV.;;;VILLA SANTA RITA;11
-58.4829735203468;-34.6097951302633;1132;FARMACIA;AV NAZCA;2168;NAZCA AV. 2168;2168 NAZCA AV.;4586-0928;;VILLA SANTA RITA;11
-58.4744582595685;-34.6204415262496;1134;FARMACIA;AV GAONA;3501;GAONA AV. 3501;3501 GAONA AV.;4637-5150;4611-0233;VILLA SANTA RITA;11
-58.4757134874646;-34.6211147077297;1183;FARMACIA;AV GAONA;3601;GAONA AV. 3601;3601 GAONA AV.;4586-3912;;VILLA SANTA RITA;11
-58.4736380112751;-34.6192890050487;1330;FARMACIA;TERRADA;1164;TERRADA 1164;1164 TERRADA;4584-2426;;VILLA SANTA RITA;11
-58.5066499006764;-34.6204290376584;5;FARMACIA;AV ALVAREZ JONTE;4886;ALVAREZ JONTE AV. 4886;4886 ALVAREZ JONTE AV.;4566-7772;;MONTE CASTRO;10
-58.5045151916102;-34.6130178994198;30;FARMACIA;SANABRIA;2501;SANABRIA 2501;2501 SANABRIA;4566-9767;;MONTE CASTRO;10
-58.4993319762485;-34.6190587147161;354;FARMACIA;SANABRIA;1880;SANABRIA 1880;1880 SANABRIA;4567-6650;;MONTE CASTRO;10
-58.506975608161;-34.6254197993402;414;FARMACIA;ELPIDIO GONZALEZ;5095;GONZALEZ, ELPIDIO 5095;5095 GONZALEZ, ELPIDIO;4566-9137;;MONTE CASTRO;10
-58.4985040992314;-34.6213452899054;422;FARMACIA;AV SEGUROLA;1602;SEGUROLA AV. 1602;1602 SEGUROLA AV.;4566-2808;;MONTE CASTRO;10
-58.5118828816511;-34.6242967850518;673;FARMACIA;AV LOPE DE VEGA;1702;LOPE DE VEGA AV. 1702;1702 LOPE DE VEGA AV.;4567-1708;;MONTE CASTRO;10
-58.5013055944395;-34.619076554981;1295;FARMACIA;AV SEGUROLA;1898;SEGUROLA AV. 1898;1898 SEGUROLA AV.;4639-7755;;MONTE CASTRO;10
-58.5080720511654;-34.6268150764954;1;FARMACIA;AV LOPE DE VEGA;1397;LOPE DE VEGA AV. 1397;1397 LOPE DE VEGA AV.;4567-7038;;MONTE CASTRO;10
-58.523581859687;-34.6227002845254;116;FARMACIA;IRIGOYEN;1989;IRIGOYEN 1989;1989 IRIGOYEN;4641-1453;;VILLA REAL;10
-58.5253864914275;-34.6140006266717;181;FARMACIA;AV BEIRO FRANCISCO;5305;BEIRO, FRANCISCO AV. 5305;5305 BEIRO, FRANCISCO AV.;4639-7169;/7482;VILLA REAL;10
-58.5270998922534;-34.6254854973774;313;FARMACIA;GALLARDO;1002;GALLARDO 1002;1002 GALLARDO;4642-9071;;VILLA REAL;10
-58.5177102884589;-34.619883180912;376;FARMACIA;AV LOPE DE VEGA;2284;LOPE DE VEGA AV. 2284;2284 LOPE DE VEGA AV.;4568-8039;;VILLA REAL;10
-58.5285624184416;-34.6164282528256;895;FARMACIA;AV BEIRO FRANCISCO;5601;BEIRO, FRANCISCO AV. 5601;5601 BEIRO, FRANCISCO AV.;4642-1885;;VILLA REAL;10
-58.5275426679941;-34.6161188171834;1392;FARMACIA;AV BEIRO FRANCISCO;5530;BEIRO, FRANCISCO AV. 5530;5530 BEIRO, FRANCISCO AV.;4642-3436;411-5027/  52907;VILLA REAL;10
-58.5279494658818;-34.6121144727168;686;FARMACIA;AV LOPE DE VEGA;3452;LOPE DE VEGA AV. 3452;3452 LOPE DE VEGA AV.;4568-1376;;VILLA REAL;10
-58.5298814145758;-34.6179131341896;690;FARMACIA;AV BEIRO FRANCISCO;5800;BEIRO, FRANCISCO AV. 5800;5800 BEIRO, FRANCISCO AV.;4641-1307;;VILLA REAL;10
-58.5262313454099;-34.6150854088205;1304;FARMACIA;AV BEIRO FRANCISCO;5402;BEIRO, FRANCISCO AV. 5402;5402 BEIRO, FRANCISCO AV.;4566-5095;;VILLA REAL;10
-58.4536877419858;-34.6437502781349;41;FARMACIA;AV VARELA;1306;VARELA AV. 1306;1306 VARELA AV.;4631-8179;;FLORES;7
-58.4645721876337;-34.6276736332363;72;FARMACIA;GRAL. JOSE G. DE ARTIGAS;117;ARTIGAS, JOSE GERVASIO, GRAL. 117;117 ARTIGAS, JOSE GERVASIO, GRAL.;4612-2139;;FLORES;7
-58.4658987848516;-34.6248309516038;89;FARMACIA;GRAL. JOSE G. DE ARTIGAS;487;ARTIGAS, JOSE GERVASIO, GRAL. 487;487 ARTIGAS, JOSE GERVASIO, GRAL.;4613-3424;;FLORES;7
-58.4598683718034;-34.6227312304387;120;FARMACIA;AV AVELLANEDA;2014;AVELLANEDA AV. 2014;2014 AVELLANEDA AV.;4633-0733;;FLORES;7
-58.4653272632431;-34.6163328111716;143;FARMACIA;AV GAONA;2778;GAONA AV. 2778;2778 GAONA AV.;4584-8324;;FLORES;7
-58.4678164156131;-34.6342821423165;149;FARMACIA;AV SAN PEDRITO;296;SAN PEDRITO AV. 296;296 SAN PEDRITO AV.;4637-4923;;FLORES;7
-58.4615551938097;-34.614884723676;170;FARMACIA;AV GAONA;2488;GAONA AV. 2488;2488 GAONA AV.;4581-0810;;FLORES;7
-58.445227030049;-34.6422972982154;196;FARMACIA;AV CARABOBO;1611;CARABOBO AV. 1611;1611 CARABOBO AV.;4632-2473;;FLORES;7
-58.4540492525546;-34.6258266095213;222;FARMACIA;AV RIVADAVIA;6202;RIVADAVIA AV. 6202;6202 RIVADAVIA AV.;4631-9494;;FLORES;7
-58.4613780628269;-34.6360309867618;237;FARMACIA;PEDERNERA;599;PEDERNERA 599;599 PEDERNERA;;;FLORES;7
-58.4606906575127;-34.6212645555801;297;FARMACIA;AV BOYACA;508;BOYACA AV. 508;508 BOYACA AV.;4633-2919;;FLORES;7
-58.4484608645117;-34.6398415464115;320;FARMACIA;AV CARABOBO;1295;CARABOBO AV. 1295;1295 CARABOBO AV.;4632-2242;;FLORES;7
-58.470972077534;-34.6272038742676;374;FARMACIA;AV NAZCA;411;NAZCA AV. 411;411 NAZCA AV.;4637-5916;;FLORES;7
-58.4731320004995;-34.631860814744;389;FARMACIA;AV RIVADAVIA;7672;RIVADAVIA AV. 7672;7672 RIVADAVIA AV.;4611-3290;;FLORES;7
-58.4529926529097;-34.6347810039187;397;FARMACIA;AV CARABOBO;717;CARABOBO AV. 717;717 CARABOBO AV.;4632-9239;;FLORES;7
-58.4551972089916;-34.6293859071805;413;FARMACIA;AV CARABOBO;206;CARABOBO AV. 206;206 CARABOBO AV.;4634-1134;;FLORES;7
-58.4727497882864;-34.6243368594085;425;FARMACIA;MORON;2902;MORON 2902;2902 MORON;4612-0819;;FLORES;7
-58.4539415868676;-34.6435620766768;472;FARMACIA;AV VARELA;1294;VARELA AV. 1294;1294 VARELA AV.;4631-6068;;FLORES;7
-58.4726837899115;-34.6199231436244;524;FARMACIA;AV GAONA;3390;GAONA AV. 3390;3390 GAONA AV.;;;FLORES;7
-58.4565769014228;-34.6346678031879;532;FARMACIA;AV CNEL. ESTEBAN BONORINO;602;BONORINO, ESTEBAN, CNEL. AV. 602;602 BONORINO, ESTEBAN, CNEL. AV.;4632-0254;;FLORES;7
-58.4631185101528;-34.6154648649628;1396;FARMACIA;AV GAONA;2608;GAONA AV. 2608;2608 GAONA AV.;4581-1640;;FLORES;7
-58.4691001013382;-34.6303757640264;665;FARMACIA;AV RIVADAVIA;7363;RIVADAVIA AV. 7363;7363 RIVADAVIA AV.;4611-9258;;FLORES;7
-58.459510969791;-34.6384081312945;684;FARMACIA;AV VARELA;794;VARELA AV. 794;794 VARELA AV.;4612-0656;4611-0079;FLORES;7
-58.4603996341423;-34.6429990184785;739;FARMACIA;AV EVA PERON;3100;PERON, EVA AV. 3100;3100 PERON, EVA AV.;4613-9767;4612-8730;FLORES;7
-58.4640856193712;-34.6308389443417;748;FARMACIA;RAMON L. FALCON;2542;FALCON, RAMON L.,CNEL. 2542;2542 FALCON, RAMON L.,CNEL.;4612-0531;;FLORES;7
-58.4557117035375;-34.6317219561115;753;FARMACIA;AV DIRECTORIO;2001;DIRECTORIO AV. 2001;2001 DIRECTORIO AV.;4632-1740;;FLORES;7
-58.455841203829;-34.6261346766986;767;FARMACIA;AV RIVADAVIA;6327;RIVADAVIA AV. 6327;6327 RIVADAVIA AV.;4631-2075;4633-6655;FLORES;7
-58.4558965932119;-34.641724929171;786;FARMACIA;AV VARELA;1158;VARELA AV. 1158;1158 VARELA AV.;4632-4484;;FLORES;7
-58.4697412143303;-34.6246414429875;833;FARMACIA;DR. JUAN F. ARANGUREN;2736;ARANGUREN, JUAN F., DR. 2736;2736 ARANGUREN, JUAN F., DR.;4612-7724;;FLORES;7
-58.4685706067073;-34.6177508317795;837;FARMACIA;AV GAONA;3050;GAONA AV. 3050;3050 GAONA AV.;;;FLORES;7
-58.4534665278748;-34.638747389486;843;FARMACIA;AV EVA PERON;2300;PERON, EVA AV. 2300;2300 PERON, EVA AV.;;;FLORES;7
-58.4563856514343;-34.6263627016887;863;FARMACIA;AV RIVADAVIA;6379;RIVADAVIA AV. 6379;6379 RIVADAVIA AV.;;;FLORES;7
-58.4625698607023;-34.6152587475788;872;FARMACIA;AV GAONA;2570;GAONA AV. 2570;2570 GAONA AV.;4581-3514;/20;FLORES;7
-58.4636977840796;-34.6308046321716;933;FARMACIA;PEDERNERA;119;PEDERNERA 119;119 PEDERNERA;4613-7171;;FLORES;7
-58.4671866321951;-34.6302745439545;953;FARMACIA;AV RIVADAVIA;7222;RIVADAVIA AV. 7222;7222 RIVADAVIA AV.;4611-4764;;FLORES;7
-58.4680124772248;-34.6301028372177;985;FARMACIA;AV RIVADAVIA;7269;RIVADAVIA AV. 7269;7269 RIVADAVIA AV.;;;FLORES;7
-58.4563144654196;-34.6267385494055;991;FARMACIA;AV RIVADAVIA;6390;RIVADAVIA AV. 6390;6390 RIVADAVIA AV.;;;FLORES;7
-58.4622995814449;-34.6289343614365;994;FARMACIA;AV RIVADAVIA;6884;RIVADAVIA AV. 6884;6884 RIVADAVIA AV.;;;FLORES;7
-58.4680329622933;-34.6174930445099;1002;FARMACIA;AV GAONA;3004;GAONA AV. 3004;3004 GAONA AV.;4583-2998;;FLORES;7
-58.4672415888803;-34.6356284156248;1068;FARMACIA;AV DIRECTORIO;2900;DIRECTORIO AV. 2900;2900 DIRECTORIO AV.;;;FLORES;7
-58.4604847373243;-34.6144831152348;1074;FARMACIA;AV GAONA;2400;GAONA AV. 2400;2400 GAONA AV.;;;FLORES;7
-58.4564234208146;-34.6410592084166;1079;FARMACIA;AV EVA PERON;2590;PERON, EVA AV. 2590;2590 PERON, EVA AV.;4631-0728;4634-0424;FLORES;7
-58.4632183789443;-34.6261301358728;1103;FARMACIA;BACACAY;2357;BACACAY 2357;2357 BACACAY;4612-8524;;FLORES;7
-58.4700663577657;-34.6292373565997;1104;FARMACIA;YERBAL;2899;YERBAL 2899;2899 YERBAL;4862-3810;;FLORES;7
-58.4620111996229;-34.628845766749;1106;FARMACIA;AV RIVADAVIA;6854;RIVADAVIA AV. 6854;6854 RIVADAVIA AV.;4613-6766;;FLORES;7
-58.4611818664142;-34.6282201625234;1116;FARMACIA;AV RIVADAVIA;6799;RIVADAVIA AV. 6799;6799 RIVADAVIA AV.;4632-9006;;FLORES;7
-58.4672061497911;-34.6298917870105;1117;FARMACIA;AV RIVADAVIA;7209;RIVADAVIA AV. 7209;7209 RIVADAVIA AV.;4611-5817;4613-8250/20;FLORES;7
-58.4544818709873;-34.6317026193173;1192;FARMACIA;AV DIRECTORIO;1902;DIRECTORIO AV. 1902;1902 DIRECTORIO AV.;4632-9113;;FLORES;7
-58.4682274429932;-34.6301565479951;1222;FARMACIA;AV RIVADAVIA;7283;RIVADAVIA AV. 7283;7283 RIVADAVIA AV.;4588-9999;;FLORES;7
-58.4673508791043;-34.6215435908826;1253;FARMACIA;GRAL. JOSE G. DE ARTIGAS;799;ARTIGAS, JOSE GERVASIO, GRAL. 799;799 ARTIGAS, JOSE GERVASIO, GRAL.;4631-9800;;FLORES;7
-58.4673305612765;-34.6252192024433;1261;FARMACIA;AV AVELLANEDA;2600;AVELLANEDA AV. 2600;2600 AVELLANEDA AV.;4637-4996;;FLORES;7
-58.458478756915;-34.6304516157855;1262;FARMACIA;AV JUAN B. ALBERDI;2188;ALBERDI, JUAN BAUTISTA AV. 2188;2188 ALBERDI, JUAN BAUTISTA AV.;4632-7950;;FLORES;7
-58.4640437253473;-34.6253435391257;1283;FARMACIA;BOGOTA;2396;BOGOTA 2396;2396 BOGOTA;4613-9594;;FLORES;7
-58.470935722864;-34.6312504764821;1319;FARMACIA;AV RIVADAVIA;7496;RIVADAVIA AV. 7496;7496 RIVADAVIA AV.;;;FLORES;7
-58.4595299202427;-34.6141146301915;1329;FARMACIA;AV GAONA;2308;GAONA AV. 2308;2308 GAONA AV.;458-10900;;FLORES;7
-58.463636258187;-34.6342065595038;1381;FARMACIA;AV DIRECTORIO;2601;DIRECTORIO AV. 2601;2601 DIRECTORIO AV.;4611-2620;4637-7072;FLORES;7
-58.4692748457705;-34.6309972947594;1435;FARMACIA;AV SAN PEDRITO;28;SAN PEDRITO AV. 28;28 SAN PEDRITO AV.;;;FLORES;7
-58.4630959597765;-34.6274809950368;1450;FARMACIA;YERBAL;2399;YERBAL 2399;2399 YERBAL;4619-1679;;FLORES;7
